GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,points,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus
401856898,2026-05-10,2026,Aces,3099736,Stephanie Talbot,F,7,18,8,4-5,0-1,0-0,0,2,2,3,3,0,1,0,5
401856898,2026-05-10,2026,Aces,4398776,NaLyssa Smith,F,3,16,12,5-5,0-0,2-4,2,4,6,2,0,2,0,4,14
401856898,2026-05-10,2026,Aces,3149391,A'ja Wilson,C,22,30,19,7-14,0-2,5-6,0,4,4,3,1,2,3,1,19
401856898,2026-05-10,2026,Aces,2529122,Chelsea Gray,G,12,32,16,6-10,4-5,0-0,0,3,3,5,0,0,6,3,11
401856898,2026-05-10,2026,Aces,4065870,Jackie Young,G,0,31,20,8-12,2-5,2-2,1,4,5,9,1,1,1,2,25
401856898,2026-05-10,2026,Aces,2529458,Cheyenne Parker-Tyus,F,32,3,2,1-1,0-0,0-0,0,0,0,1,1,1,0,0,4
401856898,2026-05-10,2026,Aces,3142086,Brianna Turner,F,21,16,4,2-3,0-0,0-0,2,4,6,1,2,2,0,1,16
401856898,2026-05-10,2026,Aces,4433633,Kierstan Bell,F,1,8,0,0-1,0-1,0-0,0,0,0,1,0,1,0,0,8
401856898,2026-05-10,2026,Aces,2987869,Jewell Loyd,G,24,26,2,1-5,0-3,0-0,0,4,4,3,1,1,1,2,5
401856898,2026-05-10,2026,Aces,4280892,Chennedy Carter,G,23,20,22,9-13,1-3,3-5,1,0,1,0,2,0,2,3,28
401856898,2026-05-10,2026,Sparks,1068,Nneka Ogwumike,F,3,33,19,7-15,3-5,2-2,5,5,10,2,1,0,2,1,-15
401856898,2026-05-10,2026,Sparks,2566106,Dearica Hamby,F,5,27,12,4-11,0-1,4-8,2,3,5,1,0,0,3,2,-16
401856898,2026-05-10,2026,Sparks,3065570,Kelsey Plum,G,10,35,27,10-18,4-8,3-4,1,3,4,2,0,0,3,3,-25
401856898,2026-05-10,2026,Sparks,3146151,Ariel Atkins,G,7,32,8,3-12,0-6,2-2,2,2,4,3,3,0,3,2,-6
401856898,2026-05-10,2026,Sparks,4398764,Rae Burrell,G,12,28,5,2-6,1-3,0-0,1,2,3,1,1,0,2,3,-24
401856898,2026-05-10,2026,Sparks,2284331,Emma Cannon,F,32,2,3,1-1,1-1,0-0,0,0,0,0,0,0,2,1,1
401856898,2026-05-10,2026,Sparks,4433404,Cameron Brink,F,22,8,0,0-0,0-0,0-0,3,0,3,0,0,0,3,3,-19
401856898,2026-05-10,2026,Sparks,4433795,Sania Feagin,F,20,3,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-4
401856898,2026-05-10,2026,Sparks,4874375,Jihyun Park,F,6,2,0,0-1,0-0,0-0,0,0,0,0,0,0,0,0,1
401856898,2026-05-10,2026,Sparks,2491214,Erica Wheeler,G,17,18,2,1-11,0-6,0-0,1,0,1,1,3,0,0,1,-21
401856898,2026-05-10,2026,Sparks,4609797,Ta'Niya Latson,G,0,5,2,1-1,0-0,0-0,0,1,1,0,0,0,1,0,-2
401856898,2026-05-10,2026,Sparks,5105729,Chance Gray,G,2,8,0,0-2,0-1,0-0,0,1,1,1,0,0,0,0,-5
401856900,2026-05-10,2026,Mercury,869,DeWanna Bonner,F,24,32,5,2-9,0-3,1-1,1,7,8,3,0,1,1,1,-1
401856900,2026-05-10,2026,Mercury,2529140,Alyssa Thomas,F,25,38,19,5-9,0-0,9-12,1,8,9,11,0,0,6,5,-9
401856900,2026-05-10,2026,Mercury,4068042,Natasha Mack,F,4,29,11,4-5,1-1,2-2,1,1,2,1,0,1,1,3,-11
401856900,2026-05-10,2026,Mercury,2998938,Kahleah Copper,G,2,36,11,4-15,1-4,2-2,0,1,1,4,1,0,3,2,-16
401856900,2026-05-10,2026,Mercury,3906769,Jovana Nogic,G,29,27,16,5-6,4-5,2-2,1,0,1,1,0,0,4,5,3
401856900,2026-05-10,2026,Mercury,4281930,Anneli Maley,F,15,0,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2
401856900,2026-05-10,2026,Mercury,5345524,Noemie Brochant,F,1,16,9,3-5,3-5,0-0,0,1,1,0,0,0,1,2,-11
401856900,2026-05-10,2026,Mercury,4873359,Kyara Linskens,C,31,5,2,1-2,0-1,0-0,0,0,0,0,1,1,0,1,-6
401856900,2026-05-10,2026,Mercury,4282168,Kiana Williams,G,23,12,6,2-2,2-2,0-0,0,1,1,0,0,0,1,2,-14
401856900,2026-05-10,2026,Mercury,5107404,Sha Carter,G,20,6,0,0-1,0-1,0-0,0,1,1,0,0,0,0,0,-13
401856900,2026-05-10,2026,Valkyries,2529622,Kayla Thornton,F,5,31,19,8-14,3-8,0-0,1,2,3,0,0,0,1,3,6
401856900,2026-05-10,2026,Valkyries,3142328,Gabby Williams,F,1,32,19,7-13,4-9,1-1,1,4,5,3,4,1,4,2,12
401856900,2026-05-10,2026,Valkyries,2590093,Kiah Stokes,C,41,13,1,0-2,0-1,1-2,0,3,3,0,1,0,0,3,-15
401856900,2026-05-10,2026,Valkyries,4065780,Kaila Charles,G,6,33,7,2-8,1-5,2-2,0,4,4,1,1,0,1,4,-3
401856900,2026-05-10,2026,Valkyries,4398935,Veronica Burton,G,22,32,13,3-9,1-5,6-6,1,2,3,12,3,0,0,3,12
401856900,2026-05-10,2026,Valkyries,4432834,Laeticia Amihere,F,3,24,13,5-7,0-0,3-4,1,5,6,5,0,3,2,4,33
401856900,2026-05-10,2026,Valkyries,4790264,Janelle Salaun,F,13,26,21,7-10,4-5,3-3,1,2,3,2,1,0,0,1,27
401856900,2026-05-10,2026,Valkyries,4899328,Kaitlyn Chen,G,2,9,2,1-4,0-0,0-0,1,2,3,2,0,0,1,1,8
401856910,2026-05-15,2026,Aces,3099736,Stephanie Talbot,F,7,22,1,0-0,0-0,1-2,0,1,1,2,1,0,2,3,9
401856910,2026-05-15,2026,Aces,4398776,NaLyssa Smith,F,3,17,4,2-4,0-0,0-0,0,4,4,0,0,1,0,1,12
401856910,2026-05-15,2026,Aces,3149391,A'ja Wilson,C,22,32,45,15-18,2-2,13-13,0,3,3,3,1,2,3,2,15
401856910,2026-05-15,2026,Aces,2529122,Chelsea Gray,G,12,31,12,4-7,3-5,1-1,0,7,7,10,1,0,5,1,5
401856910,2026-05-15,2026,Aces,4065870,Jackie Young,G,0,31,13,6-16,0-2,1-2,2,4,6,6,0,0,4,4,21
401856910,2026-05-15,2026,Aces,2529458,Cheyenne Parker-Tyus,F,32,14,2,1-1,0-0,0-0,1,1,2,1,0,2,1,2,-9
401856910,2026-05-15,2026,Aces,3142086,Brianna Turner,F,21,3,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-9
401856910,2026-05-15,2026,Aces,2987869,Jewell Loyd,G,24,27,6,2-4,1-3,1-2,0,4,4,1,1,0,1,4,-6
401856910,2026-05-15,2026,Aces,4280892,Chennedy Carter,G,23,22,18,5-8,0-1,8-12,0,1,1,1,2,1,1,1,-3
401856910,2026-05-15,2026,Sun,4433408,Aaliyah Edwards,F,8,17,6,3-5,0-0,0-0,1,2,3,0,1,0,2,3,-18
401856910,2026-05-15,2026,Sun,4433635,Diamond Miller,F,1,15,10,3-10,2-4,2-2,1,2,3,0,1,0,0,3,-6
401856910,2026-05-15,2026,Sun,3922628,Kennedy Burke,G,25,24,11,5-12,1-5,0-0,1,2,3,3,4,1,3,4,-19
401856910,2026-05-15,2026,Sun,4433412,Hailey Van Lith,G,2,22,17,7-11,3-4,0-0,1,0,1,4,0,0,1,1,-4
401856910,2026-05-15,2026,Sun,4898898,Gianna Kneepkens,G,5,18,3,1-5,0-2,1-1,2,1,3,0,0,0,2,2,-5
401856910,2026-05-15,2026,Sun,4684384,Aneesah Morrow,F,24,27,10,4-11,0-3,2-2,2,7,9,2,2,0,2,4,4
401856910,2026-05-15,2026,Sun,5105732,Raegan Beers,F,15,17,6,2-4,0-0,2-2,2,2,4,3,0,0,1,3,14
401856910,2026-05-15,2026,Sun,5345319,Nell Angloma,F,33,14,7,3-6,0-0,1-2,1,0,1,1,0,0,1,2,4
401856910,2026-05-15,2026,Sun,4433514,Saniya Rivers,G,22,29,14,5-12,2-6,2-2,0,4,4,7,2,1,1,3,-2
401856910,2026-05-15,2026,Sun,4703609,Charlisse Leger-Walker,G,4,18,10,3-5,1-1,3-4,0,1,1,4,1,0,0,0,-3
401856911,2026-05-15,2026,Mystics,4898384,Kiki Iriafen,F,44,36,25,11-17,1-1,2-4,4,9,13,2,1,1,6,3,10
401856911,2026-05-15,2026,Mystics,4398911,Shakira Austin,C,0,34,19,7-11,0-0,5-6,1,8,9,5,0,3,3,5,6
401856911,2026-05-15,2026,Mystics,4433524,Sonia Citron,G,22,38,30,10-14,1-4,9-10,1,5,6,4,1,1,2,1,7
401856911,2026-05-15,2026,Mystics,4583144,Cotie McMahon,G,23,30,13,5-12,2-4,1-2,0,5,5,2,0,0,1,4,-13
401856911,2026-05-15,2026,Mystics,4704180,Georgia Amoore,G,8,24,7,2-3,1-2,2-2,0,0,0,4,0,0,2,3,13
401856911,2026-05-15,2026,Mystics,4433411,Angela Dugalic,F,32,6,0,0-0,0-0,0-0,0,3,3,0,0,1,0,1,-7
401856911,2026-05-15,2026,Mystics,5105737,Lauren Betts,C,51,14,4,1-2,0-0,2-2,2,0,2,0,0,0,1,4,-5
401856911,2026-05-15,2026,Mystics,4433523,Rori Harmon,G,3,9,1,0-0,0-0,1-2,0,1,1,1,1,0,1,1,-2
401856911,2026-05-15,2026,Mystics,5122345,Cassandre Prosper,G,18,25,2,1-6,0-2,0-0,0,4,4,0,0,1,4,6,8
401856911,2026-05-15,2026,Mystics,5278157,Alex Wilson,G,4,9,3,1-3,1-3,0-0,0,1,1,0,0,1,0,0,-7
401856911,2026-05-15,2026,Fever,3142255,Monique Billings,F,25,36,10,4-11,1-2,1-2,6,3,9,3,3,2,0,4,-9
401856911,2026-05-15,2026,Fever,4432831,Aliyah Boston,C,7,21,9,3-8,1-3,2-4,1,3,4,1,1,0,0,2,-12
401856911,2026-05-15,2026,Fever,3142191,Kelsey Mitchell,G,0,39,24,10-25,4-8,0-2,0,0,0,0,1,0,3,2,-10
401856911,2026-05-15,2026,Fever,3907781,Sophie Cunningham,G,8,20,7,2-5,1-3,2-2,0,1,1,2,0,0,0,3,0
401856911,2026-05-15,2026,Fever,4433403,Caitlin Clark,G,22,37,32,10-28,7-17,5-5,1,3,4,8,2,1,4,3,14
401856911,2026-05-15,2026,Fever,3142055,Myisha Hines-Allen,F,2,21,6,2-4,0-2,2-2,0,2,2,5,2,1,2,4,5
401856911,2026-05-15,2026,Fever,4433546,Makayla Timpson,F,21,4,0,0-1,0-0,0-0,1,0,1,0,0,0,0,1,-1
401856911,2026-05-15,2026,Fever,2955898,Damiris Dantas,C,12,7,3,1-2,1-2,0-0,0,2,2,0,1,0,0,1,3
401856911,2026-05-15,2026,Fever,4065760,Tyasha Harris,G,52,10,2,1-2,0-1,0-0,0,0,0,1,0,0,1,0,2
401856911,2026-05-15,2026,Fever,4398829,Lexie Hull,G,10,26,9,3-6,2-4,1-2,1,3,4,1,3,0,1,5,8
401856911,2026-05-15,2026,Fever,4433797,Raven Johnson,G,3,4,0,0-0,0-0,0-0,1,1,2,0,0,0,0,0,-10
401856912,2026-05-15,2026,Tempo,4398768,Nyara Sabally,F,8,28,14,5-10,0-1,4-4,5,4,9,3,1,2,0,3,-4
401856912,2026-05-15,2026,Tempo,4874475,Nikolina Milic,F,31,5,0,0-0,0-0,0-0,0,0,0,0,0,0,2,1,-15
401856912,2026-05-15,2026,Tempo,2988756,Brittney Sykes,G,20,35,27,7-19,2-7,11-11,0,4,4,7,4,0,3,4,-7
401856912,2026-05-15,2026,Tempo,3904576,Marina Mabrey,G,3,21,7,3-10,1-6,0-0,0,2,2,0,0,1,3,3,-21
401856912,2026-05-15,2026,Tempo,4001679,Julie Allemand,G,22,21,5,2-4,1-3,0-0,0,1,1,4,2,0,1,1,-18
401856912,2026-05-15,2026,Tempo,3910470,Maria Conde,F,10,20,6,2-6,2-5,0-0,2,2,4,0,1,0,2,0,0
401856912,2026-05-15,2026,Tempo,4434020,Teonni Key,F,7,9,5,1-1,1-1,2-2,2,0,2,1,0,1,0,2,-1
401856912,2026-05-15,2026,Tempo,5345444,Laura Juskaite,F,2,25,16,5-9,2-4,4-5,1,2,3,4,4,0,1,5,19
401856912,2026-05-15,2026,Tempo,3142327,Kia Nurse,G,11,9,4,2-4,0-2,0-0,0,1,1,1,1,0,0,0,8
401856912,2026-05-15,2026,Tempo,4399342,Lexi Held,G,12,6,0,0-0,0-0,0-0,0,0,0,0,0,0,0,1,4
401856912,2026-05-15,2026,Tempo,4565505,Kiki Rice,G,1,21,11,4-7,3-4,0-0,0,0,0,2,0,0,1,4,15
401856912,2026-05-15,2026,Sparks,1068,Nneka Ogwumike,F,30,32,20,8-11,1-2,3-3,0,5,5,3,1,0,2,4,14
401856912,2026-05-15,2026,Sparks,2566106,Dearica Hamby,F,5,32,19,8-10,0-0,3-3,1,6,7,4,0,0,2,4,6
401856912,2026-05-15,2026,Sparks,2491214,Erica Wheeler,G,17,33,10,3-5,2-4,2-2,0,2,2,7,1,0,3,1,16
401856912,2026-05-15,2026,Sparks,3065570,Kelsey Plum,G,10,33,27,10-16,4-8,3-4,0,0,0,9,3,0,2,3,8
401856912,2026-05-15,2026,Sparks,4398764,Rae Burrell,G,12,35,13,5-6,2-3,1-2,1,4,5,2,0,0,5,2,10
401856912,2026-05-15,2026,Sparks,4433404,Cameron Brink,F,22,16,10,3-6,0-1,4-6,0,3,3,1,1,1,1,3,-12
401856912,2026-05-15,2026,Sparks,4398907,Kate Martin,G,21,6,0,0-2,0-1,0-0,0,1,1,0,0,0,0,1,-1
401856912,2026-05-15,2026,Sparks,4609797,Ta'Niya Latson,G,0,2,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-7
401856912,2026-05-15,2026,Sparks,5105729,Chance Gray,G,2,11,0,0-2,0-2,0-0,0,1,1,0,0,0,1,0,-14
401856913,2026-05-15,2026,Sky,4433630,Rickea Jackson,F,5,32,29,10-22,4-10,5-6,1,5,6,0,0,3,2,0,-21
401856913,2026-05-15,2026,Sky,4433405,Kamilla Cardoso,C,10,23,7,2-6,0-0,3-4,2,6,8,1,0,1,2,4,-2
401856913,2026-05-15,2026,Sky,2491205,Skylar Diggins,G,4,12,0,0-5,0-2,0-0,1,1,2,3,1,0,0,3,-9
401856913,2026-05-15,2026,Sky,4432865,Jacy Sheldon,G,0,26,8,3-6,1-2,1-1,0,0,0,3,0,0,2,5,-7
401856913,2026-05-15,2026,Sky,4858656,Gabriela Jaquez,G,11,29,13,4-5,0-1,5-7,1,2,3,0,1,0,2,2,-5
401856913,2026-05-15,2026,Sky,2566081,Elizabeth Williams,C,1,17,1,0-2,0-0,1-2,1,3,4,1,0,1,1,3,-5
401856913,2026-05-15,2026,Sky,2529137,Natasha Cloud,G,9,23,7,3-8,0-2,1-3,0,3,3,7,2,0,1,5,-11
401856913,2026-05-15,2026,Sky,2566186,Rachel Banham,G,24,16,5,2-5,1-3,0-0,0,0,0,1,0,1,1,3,0
401856913,2026-05-15,2026,Sky,4433433,Aicha Coulibaly,G,35,16,8,4-6,0-1,0-0,0,1,1,0,1,0,0,4,12
401856913,2026-05-15,2026,Sky,4594786,Sydney Taylor,G,12,7,5,1-3,0-1,3-3,0,0,0,0,0,1,0,1,8
401856913,2026-05-15,2026,Mercury,869,DeWanna Bonner,F,24,33,8,3-7,0-2,2-2,1,6,7,0,1,1,2,2,4
401856913,2026-05-15,2026,Mercury,2529140,Alyssa Thomas,F,25,33,17,5-10,0-0,7-7,2,9,11,6,0,1,4,4,21
401856913,2026-05-15,2026,Mercury,4068042,Natasha Mack,F,4,30,10,3-8,0-0,4-6,2,4,6,3,1,4,3,6,9
401856913,2026-05-15,2026,Mercury,2998938,Kahleah Copper,G,2,34,17,3-16,1-6,10-10,0,5,5,1,3,0,1,2,8
401856913,2026-05-15,2026,Mercury,3906769,Jovana Nogic,G,29,31,27,6-11,5-8,10-11,2,2,4,0,0,0,1,2,23
401856913,2026-05-15,2026,Mercury,3919496,Valeriane Ayayi,F,11,12,8,3-6,0-2,2-3,1,1,2,1,0,0,1,0,-8
401856913,2026-05-15,2026,Mercury,5345524,Noemie Brochant,F,1,11,2,1-1,0-0,0-0,1,1,2,0,0,0,0,3,6
401856913,2026-05-15,2026,Mercury,4873359,Kyara Linskens,C,31,8,0,0-2,0-2,0-0,1,2,3,1,0,1,1,3,-8
401856913,2026-05-15,2026,Mercury,4282168,Kiana Williams,G,23,8,2,0-1,0-1,2-2,0,0,0,0,0,0,2,0,-15
401856924,2026-05-21,2026,Valkyries,2529622,Kayla Thornton,F,5,28,11,5-9,0-2,1-2,2,3,5,1,1,2,0,3,16
401856924,2026-05-21,2026,Valkyries,3142328,Gabby Williams,F,1,21,16,4-11,4-6,4-6,0,2,2,2,0,0,0,3,15
401856924,2026-05-21,2026,Valkyries,2590093,Kiah Stokes,C,41,26,6,2-3,2-3,0-0,0,3,3,3,1,1,0,2,6
401856924,2026-05-21,2026,Valkyries,4065780,Kaila Charles,G,6,24,13,5-10,1-5,2-3,2,5,7,1,0,0,1,1,22
401856924,2026-05-21,2026,Valkyries,4398935,Veronica Burton,G,22,27,13,5-14,3-6,0-1,1,3,4,7,0,0,1,2,25
401856924,2026-05-21,2026,Valkyries,4432834,Laeticia Amihere,F,3,13,5,2-3,0-0,1-2,1,7,8,0,1,0,1,1,9
401856924,2026-05-21,2026,Valkyries,4790264,Janelle Salaun,F,13,26,12,3-11,2-7,4-5,3,3,6,1,2,0,1,2,5
401856924,2026-05-21,2026,Valkyries,1054,Tiffany Hayes,G,15,14,9,2-7,1-4,4-4,0,1,1,2,0,0,0,1,3
401856924,2026-05-21,2026,Valkyries,4398577,Miela Sowah,G,7,3,0,0-1,0-1,0-0,0,0,0,0,0,0,0,1,-4
401856924,2026-05-21,2026,Valkyries,4899328,Kaitlyn Chen,G,2,15,2,0-2,0-1,2-2,0,0,0,1,0,0,1,1,-9
401856924,2026-05-21,2026,Valkyries,5106170,Ndjakalenga Mwenentanda,G,32,1,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3
401856924,2026-05-21,2026,Liberty,2998928,Breanna Stewart,F,30,30,18,7-13,0-1,4-6,2,7,9,2,0,1,1,2,-14
401856924,2026-05-21,2026,Liberty,4281929,Satou Sabally,F,0,16,5,2-8,1-3,0-0,0,4,4,2,0,1,2,3,-4
401856924,2026-05-21,2026,Liberty,2999101,Jonquel Jones,C,35,28,16,6-12,1-3,3-4,2,6,8,3,0,1,2,1,-14
401856924,2026-05-21,2026,Liberty,4038379,Marine Johannes,G,23,26,0,0-5,0-5,0-0,1,2,3,1,1,0,2,1,-7
401856924,2026-05-21,2026,Liberty,5345320,Pauline Astier,G,18,25,7,3-5,1-1,0-0,0,5,5,2,0,0,0,4,-12
401856924,2026-05-21,2026,Liberty,4595823,Alex Fowler,F,12,15,0,0-3,0-2,0-0,0,0,0,0,1,0,0,4,-6
401856924,2026-05-21,2026,Liberty,4337216,Han Xu,C,21,7,5,2-3,1-2,0-0,0,0,0,0,0,0,0,0,3
401856924,2026-05-21,2026,Liberty,2327695,Rebekah Gardner,G,7,19,12,4-5,1-2,3-4,0,2,2,0,0,1,1,1,-10
401856924,2026-05-21,2026,Liberty,2566110,Julie Vanloo,G,53,16,2,1-3,0-2,0-0,0,2,2,8,0,0,4,3,-4
401856924,2026-05-21,2026,Liberty,3102133,Rebecca Allen,G,9,17,5,1-5,1-3,2-2,1,3,4,2,0,0,2,3,-17
401856925,2026-05-21,2026,Tempo,3910470,Maria Conde,F,10,20,3,1-6,1-4,0-0,0,1,1,1,0,0,1,3,-20
401856925,2026-05-21,2026,Tempo,5345444,Laura Juskaite,F,2,26,7,2-7,1-6,2-2,2,1,3,2,0,0,3,5,-22
401856925,2026-05-21,2026,Tempo,2988756,Brittney Sykes,G,20,20,6,2-7,1-4,1-1,1,2,3,4,0,0,1,2,-14
401856925,2026-05-21,2026,Tempo,3904576,Marina Mabrey,G,3,19,3,1-9,0-8,1-1,1,1,2,1,2,0,4,2,-21
401856925,2026-05-21,2026,Tempo,4565505,Kiki Rice,G,1,23,11,3-7,2-3,3-4,1,5,6,4,0,0,0,1,-12
401856925,2026-05-21,2026,Tempo,4434020,Teonni Key,F,7,16,4,2-5,0-1,0-0,2,1,3,0,1,1,1,1,-12
401856925,2026-05-21,2026,Tempo,4874475,Nikolina Milic,F,31,14,8,4-6,0-1,0-0,0,1,1,1,0,0,0,2,-11
401856925,2026-05-21,2026,Tempo,3904479,Mariella Fasoula,C,34,11,4,2-5,0-0,0-0,1,0,1,1,1,2,1,3,-2
401856925,2026-05-21,2026,Tempo,3142327,Kia Nurse,G,11,27,23,6-13,6-11,5-6,1,3,4,2,1,0,1,1,-15
401856925,2026-05-21,2026,Tempo,4399342,Lexi Held,G,12,23,3,1-6,1-3,0-0,0,1,1,3,0,0,1,3,-11
401856925,2026-05-21,2026,Lynx,2529130,Natasha Howard,F,1,22,13,5-7,0-0,3-4,4,2,6,3,0,0,4,3,20
401856925,2026-05-21,2026,Lynx,3054590,Nia Coffey,F,12,25,8,4-4,0-0,0-0,1,2,3,2,1,0,1,1,11
401856925,2026-05-21,2026,Lynx,2529205,Kayla McBride,G,21,23,13,5-8,1-3,2-3,1,3,4,2,1,0,1,1,19
401856925,2026-05-21,2026,Lynx,2987891,Courtney Williams,G,10,29,15,6-15,3-8,0-0,0,8,8,3,0,0,0,2,18
401856925,2026-05-21,2026,Lynx,4433791,Olivia Miles,G,5,23,14,6-10,0-1,2-2,0,4,4,5,1,1,2,0,22
401856925,2026-05-21,2026,Lynx,4596309,Liatu King,F,2,19,9,3-5,1-2,2-4,2,5,7,0,1,0,1,0,9
401856925,2026-05-21,2026,Lynx,4873358,Antonia Delaere,F,8,18,3,1-3,1-3,0-0,1,0,1,4,0,0,1,3,10
401856925,2026-05-21,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,14,5,2-4,0-0,1-2,2,2,4,0,2,1,2,1,16
401856925,2026-05-21,2026,Lynx,4280850,Maya Caldwell,G,3,22,16,6-12,4-7,0-0,2,1,3,3,1,1,0,3,11
401856925,2026-05-21,2026,Lynx,5345478,Eliska Hamzova,G,11,5,4,0-1,0-0,4-6,2,4,6,2,0,0,2,0,4
401856926,2026-05-21,2026,Sparks,1068,Nneka Ogwumike,F,30,31,12,5-11,2-2,0-0,1,5,6,2,1,0,1,0,6
401856926,2026-05-21,2026,Sparks,2566106,Dearica Hamby,F,5,30,27,7-11,2-3,11-11,5,10,15,3,1,0,0,3,13
401856926,2026-05-21,2026,Sparks,2491214,Erica Wheeler,G,17,26,5,2-4,1-2,0-0,0,1,1,4,0,0,2,5,-3
401856926,2026-05-21,2026,Sparks,3065570,Kelsey Plum,G,10,34,16,6-14,4-10,0-0,0,1,1,7,1,0,4,2,14
401856926,2026-05-21,2026,Sparks,3146151,Ariel Atkins,G,7,24,11,4-8,3-7,0-1,0,1,1,2,3,1,2,5,2
401856926,2026-05-21,2026,Sparks,4433404,Cameron Brink,F,22,19,12,3-6,1-2,5-6,1,4,5,1,1,3,6,4,-1
401856926,2026-05-21,2026,Sparks,4874375,Jihyun Park,F,6,11,2,0-0,0-0,2-2,0,1,1,1,1,0,0,3,9
401856926,2026-05-21,2026,Sparks,4398764,Rae Burrell,G,12,22,12,4-9,2-5,2-2,0,1,1,2,0,0,2,2,8
401856926,2026-05-21,2026,Sparks,4398907,Kate Martin,G,21,1,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
401856926,2026-05-21,2026,Sparks,5105729,Chance Gray,G,2,2,0,0-1,0-1,0-0,0,0,0,1,0,0,0,1,-3
401856926,2026-05-21,2026,Mercury,869,DeWanna Bonner,F,24,30,9,3-7,1-5,2-2,2,3,5,1,3,1,1,1,-1
401856926,2026-05-21,2026,Mercury,2529140,Alyssa Thomas,F,25,35,23,7-13,0-0,9-11,2,5,7,7,2,0,3,2,-5
401856926,2026-05-21,2026,Mercury,4068042,Natasha Mack,F,4,28,10,4-6,0-0,2-3,6,3,9,2,2,0,1,4,3
401856926,2026-05-21,2026,Mercury,2998938,Kahleah Copper,G,2,36,22,7-20,1-7,7-10,0,5,5,2,0,0,4,2,-14
401856926,2026-05-21,2026,Mercury,3906769,Jovana Nogic,G,29,30,15,5-11,3-6,2-3,0,1,1,3,1,0,1,5,-5
401856926,2026-05-21,2026,Mercury,3919496,Valeriane Ayayi,F,11,6,0,0-2,0-0,0-0,0,2,2,0,0,0,0,2,-1
401856926,2026-05-21,2026,Mercury,4704594,Marta Suarez,F,77,9,6,2-4,2-4,0-0,0,1,1,0,1,0,0,6,-13
401856926,2026-05-21,2026,Mercury,5345524,Noemie Brochant,F,1,15,0,0-4,0-2,0-0,1,2,3,1,0,1,2,1,-4
401856926,2026-05-21,2026,Mercury,4282168,Kiana Williams,G,23,11,3,1-2,1-1,0-0,0,0,0,1,0,0,1,1,-2
401856926,2026-05-21,2026,Mercury,5107404,Sha Carter,G,20,0,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3
401856933,2026-05-24,2026,Mercury,2529140,Alyssa Thomas,F,25,36,20,9-13,0-0,2-2,1,11,12,7,2,0,4,2,-1
401856933,2026-05-24,2026,Mercury,4068042,Natasha Mack,F,4,16,6,3-5,0-0,0-0,4,3,7,1,0,2,1,4,4
401856933,2026-05-24,2026,Mercury,5345524,Noemie Brochant,F,1,31,6,3-7,0-2,0-0,2,3,5,2,2,1,1,2,0
401856933,2026-05-24,2026,Mercury,2998938,Kahleah Copper,G,2,30,20,6-16,1-6,7-8,1,2,3,1,0,0,3,3,-8
401856933,2026-05-24,2026,Mercury,3906769,Jovana Nogic,G,29,21,11,3-9,2-4,3-3,0,0,0,1,0,0,4,4,-2
401856933,2026-05-24,2026,Mercury,869,DeWanna Bonner,F,24,24,4,2-7,0-3,0-0,1,2,3,1,2,0,0,0,-7
401856933,2026-05-24,2026,Mercury,4704594,Marta Suarez,F,77,10,0,0-0,0-0,0-0,0,3,3,0,0,0,0,0,-2
401856933,2026-05-24,2026,Mercury,4873359,Kyara Linskens,C,31,12,10,3-4,1-2,3-3,0,2,2,0,1,2,1,1,5
401856933,2026-05-24,2026,Mercury,4282168,Kiana Williams,G,23,20,3,0-5,0-4,3-3,0,1,1,1,1,1,1,3,1
401856933,2026-05-24,2026,Dream,4398915,Naz Hillmon,F,0,23,4,2-2,0-0,0-1,2,2,4,0,0,0,1,0,-1
401856933,2026-05-24,2026,Dream,4433402,Angel Reese,F,5,32,17,6-16,0-1,5-10,5,5,10,4,4,1,3,4,4
401856933,2026-05-24,2026,Dream,3058901,Allisha Gray,G,15,36,18,7-15,2-5,2-3,0,1,1,0,1,0,3,1,7
401856933,2026-05-24,2026,Dream,3142250,Jordin Canada,G,3,31,11,4-8,0-2,3-5,0,7,7,14,3,1,1,4,12
401856933,2026-05-24,2026,Dream,4398674,Rhyne Howard,G,10,34,21,7-15,6-12,1-2,3,5,8,0,1,0,2,3,2
401856933,2026-05-24,2026,Dream,5017721,Sika Kone,F,23,6,0,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-11
401856933,2026-05-24,2026,Dream,5108587,Madina Okot,C,11,7,0,0-2,0-0,0-0,1,1,2,0,0,0,4,3,-6
401856933,2026-05-24,2026,Dream,4433431,Te-Hina Paopao,G,2,14,3,1-1,1-1,0-0,0,1,1,2,0,0,0,1,-4
