gameId,date,season,stage,teamId,team,teamAbbrev,isHome,opponentId,opponent,team_score,opp_score,result,team_shootout_score,opp_shootout_score,status,venue,city,attendance,team_foulsCommitted,team_yellowCards,team_redCards,team_offsides,team_wonCorners,team_saves,team_possessionPct,team_totalShots,team_shotsOnTarget,team_shotPct,team_penaltyKickGoals,team_penaltyKickShots,team_accuratePasses,team_totalPasses,team_passPct,team_accurateCrosses,team_totalCrosses,team_crossPct,team_totalLongBalls,team_accurateLongBalls,team_longballPct,team_blockedShots,team_effectiveTackles,team_totalTackles,team_tacklePct,team_interceptions,team_effectiveClearance,team_totalClearance,opp_foulsCommitted,opp_yellowCards,opp_redCards,opp_offsides,opp_wonCorners,opp_saves,opp_possessionPct,opp_totalShots,opp_shotsOnTarget,opp_shotPct,opp_penaltyKickGoals,opp_penaltyKickShots,opp_accuratePasses,opp_totalPasses,opp_passPct,opp_accurateCrosses,opp_totalCrosses,opp_crossPct,opp_totalLongBalls,opp_accurateLongBalls,opp_longballPct,opp_blockedShots,opp_effectiveTackles,opp_totalTackles,opp_tacklePct,opp_interceptions,opp_effectiveClearance,opp_totalClearance
760443,2026-06-20,2026,group-stage,465,Türkiye,TUR,True,210,Paraguay,0,1,L,,,FT,Levi's Stadium,"Santa Clara, California",68827,14,1,0,2,12,1,78.5,32,5,0.2,0,0,559,629,0.9,8,42,0.2,42,28,0.7,12,11,17,0.6,6,29,29,15,1,1,3,0,5,21.5,7,2,0.3,0,0,96,178,0.5,2,6,0.3,64,22,0.3,2,15,25,0.6,9,48,48
760444,2026-06-20,2026,group-stage,2654,Haiti,HAI,False,205,Brazil,0,3,L,,,FT,Lincoln Financial Field,"Philadelphia, Pennsylvania",68324,14,3,0,4,4,2,43.3,7,3,0.4,0,0,332,399,0.8,3,11,0.3,56,31,0.6,1,10,16,0.6,9,22,22,13,1,0,8,4,3,56.7,8,5,0.6,0,0,462,525,0.9,1,9,0.1,44,20,0.5,1,10,21,0.5,10,14,14
760444,2026-06-20,2026,group-stage,205,Brazil,BRA,True,2654,Haiti,3,0,W,,,FT,Lincoln Financial Field,"Philadelphia, Pennsylvania",68324,13,1,0,8,4,3,56.7,8,5,0.6,0,0,462,525,0.9,1,9,0.1,44,20,0.5,1,10,21,0.5,10,14,14,14,3,0,4,4,2,43.3,7,3,0.4,0,0,332,399,0.8,3,11,0.3,56,31,0.6,1,10,16,0.6,9,22,22
760447,2026-06-20,2026,group-stage,466,Sweden,SWE,False,449,Netherlands,1,5,L,,,FT,NRG Stadium,"Houston, Texas",68777,12,3,0,3,5,2,49.1,16,8,0.5,0,0,361,425,0.8,3,21,0.1,30,6,0.2,3,9,18,0.5,5,14,14,9,0,0,3,2,7,50.9,10,7,0.7,0,0,398,449,0.9,3,16,0.2,35,18,0.5,1,8,15,0.5,8,24,24
760447,2026-06-20,2026,group-stage,449,Netherlands,NED,True,466,Sweden,5,1,W,,,FT,NRG Stadium,"Houston, Texas",68777,9,0,0,3,2,7,50.9,10,7,0.7,0,0,398,449,0.9,3,16,0.2,35,18,0.5,1,8,15,0.5,8,24,24,12,3,0,3,5,2,49.1,16,8,0.5,0,0,361,425,0.8,3,21,0.1,30,6,0.2,3,9,18,0.5,5,14,14
760448,2026-06-20,2026,group-stage,4789,Ivory Coast,CIV,False,481,Germany,1,2,L,,,FT,BMO Field,Toronto,43036,7,0,0,1,3,5,40.5,9,2,0.2,0,0,367,431,0.9,5,9,0.6,57,28,0.5,5,11,20,0.6,13,26,26,5,0,0,0,8,1,59.5,16,7,0.4,0,0,555,624,0.9,5,21,0.2,31,18,0.6,4,17,26,0.7,8,14,14
760448,2026-06-20,2026,group-stage,481,Germany,GER,True,4789,Ivory Coast,2,1,W,,,FT,BMO Field,Toronto,43036,5,0,0,0,8,1,59.5,16,7,0.4,0,0,555,624,0.9,5,21,0.2,31,18,0.6,4,17,26,0.7,8,14,14,7,0,0,1,3,5,40.5,9,2,0.2,0,0,367,431,0.9,5,9,0.6,57,28,0.5,5,11,20,0.6,13,26,26
760446,2026-06-21,2026,group-stage,11678,Curaçao,CUW,False,209,Ecuador,0,0,D,,,FT,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",68598,10,5,0,2,0,15,25.4,10,3,0.3,0,0,159,227,0.7,1,1,1.0,50,15,0.3,3,7,17,0.4,8,32,32,7,1,0,1,9,3,74.6,27,15,0.6,0,0,581,644,0.9,11,33,0.3,34,14,0.4,2,11,19,0.6,7,17,17
760446,2026-06-21,2026,group-stage,209,Ecuador,ECU,True,11678,Curaçao,0,0,D,,,FT,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",68598,7,1,0,1,9,3,74.6,27,15,0.6,0,0,581,644,0.9,11,33,0.3,34,14,0.4,2,11,19,0.6,7,17,17,10,5,0,2,0,15,25.4,10,3,0.3,0,0,159,227,0.7,1,1,1.0,50,15,0.3,3,7,17,0.4,8,32,32
760449,2026-06-21,2026,group-stage,627,Japan,JPN,False,659,Tunisia,4,0,W,,,FT,Estadio BBVA,Guadalupe,51243,15,0,0,1,5,0,62.1,11,5,0.5,0,0,521,583,0.9,2,11,0.2,32,18,0.6,3,12,18,0.7,7,25,25,8,0,0,1,3,1,37.9,2,0,0.0,0,0,284,354,0.8,2,10,0.2,56,16,0.3,1,16,18,0.9,14,23,23
760449,2026-06-21,2026,group-stage,659,Tunisia,TUN,True,627,Japan,0,4,L,,,FT,Estadio BBVA,Guadalupe,51243,8,0,0,1,3,1,37.9,2,0,0.0,0,0,284,354,0.8,2,10,0.2,56,16,0.3,1,16,18,0.9,14,23,23,15,0,0,1,5,0,62.1,11,5,0.5,0,0,521,583,0.9,2,11,0.2,32,18,0.6,3,12,18,0.7,7,25,25
760450,2026-06-21,2026,group-stage,2597,Cape Verde,CPV,False,212,Uruguay,2,2,D,,,FT,Hard Rock Stadium,"Miami Gardens, Florida",64003,4,2,0,0,4,0,34.8,12,4,0.3,0,0,205,278,0.7,2,7,0.3,61,18,0.3,4,15,16,0.9,13,48,48,11,2,0,3,11,2,65.2,17,2,0.1,0,0,420,511,0.8,4,29,0.1,48,23,0.5,7,8,16,0.5,7,11,11
760450,2026-06-21,2026,group-stage,212,Uruguay,URU,True,2597,Cape Verde,2,2,D,,,FT,Hard Rock Stadium,"Miami Gardens, Florida",64003,11,2,0,3,11,2,65.2,17,2,0.1,0,0,420,511,0.8,4,29,0.1,48,23,0.5,7,8,16,0.5,7,11,11,4,2,0,0,4,0,34.8,12,4,0.3,0,0,205,278,0.7,2,7,0.3,61,18,0.3,4,15,16,0.9,13,48,48
760451,2026-06-21,2026,group-stage,469,Iran,IRN,False,459,Belgium,0,0,D,,,FT,SoFi Stadium,"Inglewood, California",70317,9,1,0,4,2,7,29.9,7,3,0.4,0,0,198,270,0.7,2,8,0.3,50,18,0.4,1,11,19,0.6,12,51,51,7,1,1,3,4,3,70.1,23,7,0.3,0,0,533,621,0.9,6,32,0.2,35,12,0.3,6,7,12,0.6,3,11,11
760451,2026-06-21,2026,group-stage,459,Belgium,BEL,True,469,Iran,0,0,D,,,FT,SoFi Stadium,"Inglewood, California",70317,7,1,1,3,4,3,70.1,23,7,0.3,0,0,533,621,0.9,6,32,0.2,35,12,0.3,6,7,12,0.6,3,11,11,9,1,0,4,2,7,29.9,7,3,0.4,0,0,198,270,0.7,2,8,0.3,50,18,0.4,1,11,19,0.6,12,51,51
760453,2026-06-21,2026,group-stage,655,Saudi Arabia,KSA,False,164,Spain,0,4,L,,,FT,Mercedes-Benz Stadium,"Atlanta, Georgia",68239,2,2,0,3,1,5,32.9,3,1,0.3,0,0,294,364,0.8,0,5,0.0,35,14,0.4,1,12,15,0.8,13,35,35,10,0,0,2,6,1,67.1,22,8,0.4,0,0,668,726,0.9,7,25,0.3,38,28,0.7,2,8,10,0.8,13,17,17
760453,2026-06-21,2026,group-stage,164,Spain,ESP,True,655,Saudi Arabia,4,0,W,,,FT,Mercedes-Benz Stadium,"Atlanta, Georgia",68239,10,0,0,2,6,1,67.1,22,8,0.4,0,0,668,726,0.9,7,25,0.3,38,28,0.7,2,8,10,0.8,13,17,17,2,2,0,3,1,5,32.9,3,1,0.3,0,0,294,364,0.8,0,5,0.0,35,14,0.4,1,12,15,0.8,13,35,35
760452,2026-06-22,2026,group-stage,2620,Egypt,EGY,False,2666,New Zealand,3,1,W,,,FT,BC Place,Vancouver,52497,8,1,0,0,4,4,55.6,19,7,0.4,0,0,460,526,0.9,7,22,0.3,48,22,0.5,6,13,16,0.8,6,37,37,14,2,0,3,4,4,44.4,11,5,0.5,0,0,337,421,0.8,3,15,0.2,50,20,0.4,3,6,12,0.5,4,22,22
760452,2026-06-22,2026,group-stage,2666,New Zealand,NZL,True,2620,Egypt,1,3,L,,,FT,BC Place,Vancouver,52497,14,2,0,3,4,4,44.4,11,5,0.5,0,0,337,421,0.8,3,15,0.2,50,20,0.4,3,6,12,0.5,4,22,22,8,1,0,0,4,4,55.6,19,7,0.4,0,0,460,526,0.9,7,22,0.3,48,22,0.5,6,13,16,0.8,6,37,37
760456,2026-06-22,2026,group-stage,474,Austria,AUT,False,202,Argentina,0,2,L,,,FT,AT&T Stadium,"Arlington, Texas",70649,13,2,0,0,3,2,46.4,6,1,0.2,0,0,401,468,0.9,3,17,0.2,21,11,0.5,0,7,12,0.6,9,15,15,13,2,0,2,1,1,53.6,12,5,0.4,0,1,494,554,0.9,1,4,0.3,27,12,0.4,3,11,21,0.5,8,35,35
760456,2026-06-22,2026,group-stage,202,Argentina,ARG,True,474,Austria,2,0,W,,,FT,AT&T Stadium,"Arlington, Texas",70649,13,2,0,2,1,1,53.6,12,5,0.4,0,1,494,554,0.9,1,4,0.3,27,12,0.4,3,11,21,0.5,8,35,35,13,2,0,0,3,2,46.4,6,1,0.2,0,0,401,468,0.9,3,17,0.2,21,11,0.5,0,7,12,0.6,9,15,15
760457,2026-06-22,2026,group-stage,4375,Iraq,IRQ,False,478,France,0,3,L,,,FT,Lincoln Financial Field,"Philadelphia, Pennsylvania",68324,4,1,0,0,2,2,44.4,4,0,0.0,0,0,413,481,0.9,4,9,0.4,51,21,0.4,1,8,16,0.5,10,28,28,8,0,0,1,4,0,55.6,19,5,0.3,0,0,540,603,0.9,2,14,0.1,30,17,0.6,4,9,14,0.6,5,9,9
760457,2026-06-22,2026,group-stage,478,France,FRA,True,4375,Iraq,3,0,W,,,FT,Lincoln Financial Field,"Philadelphia, Pennsylvania",68324,8,0,0,1,4,0,55.6,19,5,0.3,0,0,540,603,0.9,2,14,0.1,30,17,0.6,4,9,14,0.6,5,9,9,4,1,0,0,2,2,44.4,4,0,0.0,0,0,413,481,0.9,4,9,0.4,51,21,0.4,1,8,16,0.5,10,28,28
760454,2026-06-23,2026,group-stage,654,Senegal,SEN,False,464,Norway,2,3,L,,,FT,MetLife Stadium,"East Rutherford, New Jersey",80663,5,0,0,4,4,3,58.3,16,4,0.3,0,0,430,489,0.9,8,23,0.3,58,37,0.6,5,7,16,0.4,10,18,18,13,0,0,0,5,2,41.7,13,7,0.5,0,0,282,353,0.8,3,10,0.3,51,25,0.5,3,9,10,0.9,8,26,26
760454,2026-06-23,2026,group-stage,464,Norway,NOR,True,654,Senegal,3,2,W,,,FT,MetLife Stadium,"East Rutherford, New Jersey",80663,13,0,0,0,5,2,41.7,13,7,0.5,0,0,282,353,0.8,3,10,0.3,51,25,0.5,3,9,10,0.9,8,26,26,5,0,0,4,4,3,58.3,16,4,0.3,0,0,430,489,0.9,8,23,0.3,58,37,0.6,5,7,16,0.4,10,18,18
760455,2026-06-23,2026,group-stage,624,Algeria,ALG,False,2917,Jordan,2,1,W,,,FT,Levi's Stadium,"Santa Clara, California",68371,6,1,0,0,10,3,72.1,17,8,0.5,0,0,561,641,0.9,5,21,0.2,44,19,0.4,5,18,25,0.7,11,15,15,11,1,0,1,1,6,27.9,8,4,0.5,0,0,181,251,0.7,2,5,0.4,53,23,0.4,0,17,30,0.6,3,36,36
760455,2026-06-23,2026,group-stage,2917,Jordan,JOR,True,624,Algeria,1,2,L,,,FT,Levi's Stadium,"Santa Clara, California",68371,11,1,0,1,1,6,27.9,8,4,0.5,0,0,181,251,0.7,2,5,0.4,53,23,0.4,0,17,30,0.6,3,36,36,6,1,0,0,10,3,72.1,17,8,0.5,0,0,561,641,0.9,5,21,0.2,44,19,0.4,5,18,25,0.7,11,15,15
760458,2026-06-23,2026,group-stage,4469,Ghana,GHA,False,448,England,0,0,D,,,FT,Gillette Stadium,"Foxborough, Massachusetts",63983,24,1,0,2,2,3,21.1,2,1,0.5,0,0,127,172,0.7,0,5,0.0,57,24,0.4,1,17,22,0.8,8,39,39,14,1,0,2,9,0,78.9,19,3,0.2,0,0,586,633,0.9,7,30,0.2,26,14,0.5,6,7,14,0.5,1,6,6
760458,2026-06-23,2026,group-stage,448,England,ENG,True,4469,Ghana,0,0,D,,,FT,Gillette Stadium,"Foxborough, Massachusetts",63983,14,1,0,2,9,0,78.9,19,3,0.2,0,0,586,633,0.9,7,30,0.2,26,14,0.5,6,7,14,0.5,1,6,6,24,1,0,2,2,3,21.1,2,1,0.5,0,0,127,172,0.7,0,5,0.0,57,24,0.4,1,17,22,0.8,8,39,39
760460,2026-06-23,2026,group-stage,477,Croatia,CRO,False,2659,Panama,1,0,W,,,FT,BMO Field,Toronto,43036,12,1,0,2,2,1,58,6,2,0.3,0,0,432,512,0.8,5,18,0.3,51,19,0.4,1,7,19,0.4,5,38,38,19,1,0,1,7,1,42,8,1,0.1,0,0,277,352,0.8,6,31,0.2,54,25,0.5,2,5,10,0.5,5,29,29
760460,2026-06-23,2026,group-stage,2659,Panama,PAN,True,477,Croatia,0,1,L,,,FT,BMO Field,Toronto,43036,19,1,0,1,7,1,42,8,1,0.1,0,0,277,352,0.8,6,31,0.2,54,25,0.5,2,5,10,0.5,5,29,29,12,1,0,2,2,1,58,6,2,0.3,0,0,432,512,0.8,5,18,0.3,51,19,0.4,1,7,19,0.4,5,38,38
760461,2026-06-23,2026,group-stage,2570,Uzbekistan,UZB,False,482,Portugal,0,5,L,,,FT,NRG Stadium,"Houston, Texas",68777,15,1,0,2,2,4,34.1,7,2,0.3,0,0,262,327,0.8,0,8,0.0,30,9,0.3,3,13,18,0.7,14,30,30,14,1,0,2,3,2,65.9,17,9,0.5,0,0,561,624,0.9,5,22,0.2,40,22,0.6,3,10,14,0.7,6,16,16
760461,2026-06-23,2026,group-stage,482,Portugal,POR,True,2570,Uzbekistan,5,0,W,,,FT,NRG Stadium,"Houston, Texas",68777,14,1,0,2,3,2,65.9,17,9,0.5,0,0,561,624,0.9,5,22,0.2,40,22,0.6,3,10,14,0.7,6,16,16,15,1,0,2,2,4,34.1,7,2,0.3,0,0,262,327,0.8,0,8,0.0,30,9,0.3,3,13,18,0.7,14,30,30
760459,2026-06-24,2026,group-stage,2850,Congo DR,COD,False,208,Colombia,0,1,L,,,FT,Estadio Akron,Guadalajara,45358,16,1,0,0,4,8,36.5,7,1,0.1,0,0,226,299,0.8,4,14,0.3,48,14,0.3,2,10,15,0.7,7,19,19,12,2,0,7,5,1,63.5,20,9,0.5,0,0,473,541,0.9,3,12,0.3,66,40,0.6,6,6,10,0.6,10,18,18
760459,2026-06-24,2026,group-stage,208,Colombia,COL,True,2850,Congo DR,1,0,W,,,FT,Estadio Akron,Guadalajara,45358,12,2,0,7,5,1,63.5,20,9,0.5,0,0,473,541,0.9,3,12,0.3,66,40,0.6,6,6,10,0.6,10,18,18,16,1,0,0,4,8,36.5,7,1,0.1,0,0,226,299,0.8,4,14,0.3,48,14,0.3,2,10,15,0.7,7,19,19
760463,2026-06-24,2026,group-stage,206,Canada,CAN,False,475,Switzerland,1,2,L,,,FT,BC Place,Vancouver,0,13,2,0,3,7,2,44.8,13,7,0.5,0,0,271,339,0.8,6,26,0.2,43,20,0.5,3,6,9,0.7,12,19,19,19,1,0,1,2,6,55.2,6,4,0.7,0,0,367,441,0.8,1,6,0.2,47,19,0.4,1,7,15,0.5,5,43,43
760463,2026-06-24,2026,group-stage,475,Switzerland,SUI,True,206,Canada,2,1,W,,,FT,BC Place,Vancouver,0,19,1,0,1,2,6,55.2,6,4,0.7,0,0,367,441,0.8,1,6,0.2,47,19,0.4,1,7,15,0.5,5,43,43,13,2,0,3,7,2,44.8,13,7,0.5,0,0,271,339,0.8,6,26,0.2,43,20,0.5,3,6,9,0.7,12,19,19
